Date,Open,High,Low,Close,Adj Close,Volume
2023-03-08,22216.441406,22268.896484,21708.050781,21718.080078,21718.080078,22536575684
2023-03-09,21720.080078,21802.716797,20210.306641,20363.021484,20363.021484,30364664171
2023-03-10,20367.001953,20370.595703,19628.253906,20187.244141,20187.244141,39578257695
2023-03-11,20187.876953,20792.525391,20068.660156,20632.410156,20632.410156,30180288176
2023-03-12,20628.029297,22185.031250,20448.806641,22163.949219,22163.949219,29279035521
2023-03-13,22156.406250,24550.837891,21918.199219,24197.533203,24197.533203,49466362688
2023-03-14,24201.765625,26514.716797,24081.183594,24746.074219,24746.074219,54622230164
2023-03-15,24770.925781,25240.615234,23964.910156,24375.960938,24375.960938,43655701450
2023-03-16,24373.457031,25190.326172,24225.111328,25052.789063,25052.789063,33866061747
2023-03-17,25055.123047,27787.812500,24955.169922,27423.929688,27423.929688,50730261335
2023-03-18,27448.117188,27725.953125,26636.261719,26965.878906,26965.878906,35723036817
2023-03-19,26969.503906,28440.560547,26907.716797,28038.675781,28038.675781,37769448859
2023-03-20,28041.601563,28527.724609,27242.880859,27767.236328,27767.236328,44774027664
2023-03-21,27768.392578,28439.562500,27439.646484,28175.816406,28175.816406,36102192830
2023-03-22,28158.720703,28803.335938,26759.996094,27307.437500,27307.437500,33382021890
2023-03-23,27301.957031,28729.843750,27183.363281,28333.972656,28333.972656,24220433689
2023-03-24,28324.111328,28388.437500,27039.265625,27493.285156,27493.285156,25980310960
2023-03-25,27487.337891,27791.826172,27196.234375,27494.707031,27494.707031,13383005987
2023-03-26,27495.523438,28178.144531,27445.046875,27994.330078,27994.330078,13878363192
2023-03-27,27994.068359,28037.925781,26606.689453,27139.888672,27139.888672,18188895178
2023-03-28,27132.888672,27460.718750,26677.818359,27268.130859,27268.130859,17783600385
2023-03-29,27267.031250,28619.542969,27259.662109,28348.441406,28348.441406,20684945906
2023-03-30,28350.140625,29159.902344,27720.160156,28033.562500,28033.562500,22435349951
2023-03-31,28032.261719,28639.896484,27583.714844,28478.484375,28478.484375,19001327598
2023-04-01,28473.332031,28802.457031,28297.171875,28411.035156,28411.035156,10876469901
2023-04-02,28462.845703,28518.958984,27884.087891,28199.308594,28199.308594,12284641999
2023-04-03,28183.080078,28475.623047,27276.720703,27790.220703,27790.220703,19556501327
2023-04-04,27795.273438,28433.742188,27681.304688,28168.089844,28168.089844,15284538859
2023-04-05,28169.726563,28739.238281,27843.763672,28177.984375,28177.984375,17052315986
2023-04-06,28175.226563,28178.384766,27738.759766,28044.140625,28044.140625,13837809380
2023-04-07,28038.966797,28111.593750,27794.031250,27925.859375,27925.859375,10861680497
2023-04-08,27920.513672,28159.863281,27883.386719,27947.794922,27947.794922,9373255556
2023-04-09,27952.367188,28532.830078,27828.480469,28333.050781,28333.050781,12175322951
2023-04-10,28336.027344,29771.464844,28189.271484,29652.980469,29652.980469,19282400094
2023-04-11,29653.679688,30509.083984,29609.300781,30235.058594,30235.058594,20121259843
2023-04-12,30231.582031,30462.480469,29725.574219,30139.052734,30139.052734,18651929926
2023-04-13,29892.740234,30539.845703,29878.623047,30399.066406,30399.066406,17487721001
2023-04-14,30409.562500,31005.607422,30044.498047,30485.699219,30485.699219,22659995079
2023-04-15,30490.750000,30601.740234,30245.882813,30318.496094,30318.496094,11940685378
2023-04-16,30315.976563,30555.537109,30157.832031,30315.355469,30315.355469,12854816417
2023-04-17,30317.146484,30319.197266,29275.371094,29445.044922,29445.044922,17872186762
2023-04-18,29449.091797,30470.302734,29154.849609,30397.552734,30397.552734,19480529496
2023-04-19,30394.187500,30411.054688,28669.898438,28822.679688,28822.679688,24571565421
2023-04-20,28823.683594,29076.400391,28037.257813,28245.988281,28245.988281,21340360360
2023-04-21,28249.230469,28349.968750,27177.365234,27276.910156,27276.910156,20759504330
2023-04-22,27265.894531,27872.142578,27169.570313,27817.500000,27817.500000,13125734602
2023-04-23,27816.144531,27820.244141,27400.314453,27591.384766,27591.384766,12785446832
2023-04-24,27591.730469,27979.982422,27070.849609,27525.339844,27525.339844,17703288330
2023-04-25,27514.873047,28371.078125,27207.931641,28307.597656,28307.597656,17733373139
2023-04-26,28300.058594,29995.837891,27324.548828,28422.701172,28422.701172,31854242019
2023-04-27,28428.464844,29871.546875,28402.886719,29473.787109,29473.787109,27153445027
2023-04-28,29481.013672,29572.791016,28929.609375,29340.261719,29340.261719,17544464887
2023-04-29,29336.566406,29452.455078,29088.042969,29248.488281,29248.488281,10662634333
2023-04-30,29245.515625,29952.029297,29114.021484,29268.806641,29268.806641,14652199272
2023-05-01,29227.103516,29329.935547,27680.792969,28091.568359,28091.568359,18655599976
2023-05-02,28087.175781,28881.298828,27924.123047,28680.537109,28680.537109,16432924527
2023-05-03,28680.494141,29259.533203,28178.388672,29006.308594,29006.308594,19122972518
2023-05-04,29031.304688,29353.185547,28694.039063,28847.710938,28847.710938,15548678514
2023-05-05,28851.480469,29668.908203,28845.509766,29534.384766,29534.384766,17936566518
2023-05-06,29538.859375,29820.126953,28468.966797,28904.623047,28904.623047,15913866714
2023-05-07,28901.623047,29157.517578,28441.367188,28454.978516,28454.978516,11301355486
2023-05-08,28450.457031,28663.271484,27310.134766,27694.273438,27694.273438,19122903752
2023-05-09,27695.068359,27821.400391,27375.601563,27658.775391,27658.775391,14128593256
2023-05-10,27654.636719,28322.687500,26883.669922,27621.755859,27621.755859,20656025026
2023-05-11,27621.085938,27621.941406,26781.826172,27000.789063,27000.789063,16724343943
2023-05-12,26987.662109,27055.646484,25878.429688,26804.990234,26804.990234,19313599897
2023-05-13,26807.769531,27030.482422,26710.873047,26784.078125,26784.078125,9999171605
2023-05-14,26788.974609,27150.976563,26661.355469,26930.638672,26930.638672,10014858959
2023-05-15,26931.384766,27646.347656,26766.097656,27192.693359,27192.693359,14413231792
2023-05-16,27171.513672,27299.304688,26878.947266,27036.650391,27036.650391,12732238816
2023-05-17,27035.470703,27465.927734,26600.144531,27398.802734,27398.802734,15140006925
2023-05-18,27401.650391,27466.527344,26415.101563,26832.208984,26832.208984,15222938600
2023-05-19,26826.753906,27128.619141,26700.210938,26890.128906,26890.128906,11258983301
2023-05-20,26888.841797,27155.158203,26843.277344,27129.585938,27129.585938,7044911360
2023-05-21,27118.423828,27265.917969,26706.921875,26753.826172,26753.826172,8647416921
2023-05-22,26749.892578,27045.734375,26549.734375,26851.277344,26851.277344,11056770492
2023-05-23,26855.960938,27434.683594,26816.179688,27225.726563,27225.726563,13697203143
2023-05-24,27224.603516,27224.603516,26106.576172,26334.818359,26334.818359,16299104428
2023-05-25,26329.460938,26591.519531,25890.593750,26476.207031,26476.207031,13851122697
2023-05-26,26474.181641,26916.669922,26343.949219,26719.291016,26719.291016,12711619225
2023-05-27,26720.181641,26888.882813,26621.140625,26868.353516,26868.353516,7892015141
2023-05-28,26871.158203,28193.449219,26802.751953,28085.646484,28085.646484,14545229578
2023-05-29,28075.591797,28432.039063,27563.876953,27745.884766,27745.884766,15181308984
2023-05-30,27745.123047,28044.759766,27588.501953,27702.349609,27702.349609,13251081851
2023-05-31,27700.529297,27831.677734,26866.453125,27219.658203,27219.658203,15656371534
2023-06-01,27218.412109,27346.105469,26671.720703,26819.972656,26819.972656,14678970415
2023-06-02,26824.556641,27303.861328,26574.644531,27249.589844,27249.589844,14837415000
2023-06-03,27252.324219,27317.052734,26958.003906,27075.128906,27075.128906,8385597470
2023-06-04,27075.123047,27407.019531,26968.224609,27119.066406,27119.066406,9360912318
2023-06-05,27123.109375,27129.982422,25445.167969,25760.097656,25760.097656,21513292646
2023-06-06,25732.109375,27313.820313,25434.867188,27238.783203,27238.783203,21929670693
